ex_id,name,category,difficulty_level,duration_sec,contraindications,gifUrl,bodyPart,secondaryMuscles,instructions
292,superman push-up,근력,2,20,pectorals,https://v2.exercisedb.io/image/AUVdXWtIYEdqky,chest,,"Start in a high plank position with your hands slightly wider than shoulder-width apart and your feet together. Engage your core and lower your body towards the ground, keeping your elbows close to your sides. As you lower your body, simultaneously lift your right arm and left leg off the ground, extending them straight out. Pause for a moment at the top, then lower your arm and leg back down while pushing yourself back up to the starting position. Repeat the movement, this time lifting your left arm and right leg. Continue alternating sides for the desired number of repetitions."
293,suspended abdominal fallout,근력,1,20,abs,https://v2.exercisedb.io/image/XGJRmv9foN0pY3,waist,,"Attach a suspension trainer to a high anchor point and adjust the straps to waist height. Stand facing away from the anchor point and hold the handles with your arms extended in front of you. Lean forward at the waist, keeping your body straight and your core engaged. Lower your body as far as you can while maintaining control and tension in your abs. Pause for a moment at the bottom, then slowly raise your body back up to the starting position. Repeat for the desired number of repetitions."
294,suspended push-up,근력,1,20,pectorals,https://v2.exercisedb.io/image/4n6ebSj3CP0SeK,chest,,"Find a suspension trainer and adjust it to an appropriate height. Stand facing away from the anchor point and hold the handles with an overhand grip. Walk your feet forward, leaning your body forward until your weight is supported by the suspension trainer. Keep your body straight from head to heels, engage your core, and lower your chest towards the handles. Push through your chest and arms to return to the starting position. Repeat for the desired number of repetitions."
295,suspended reverse crunch,유산소,3,20,abs,https://v2.exercisedb.io/image/mZTGMkJqatElYS,waist,,"Hang from a pull-up bar with your arms fully extended and your palms facing away from you. Engage your core and lift your knees up towards your chest, curling your pelvis towards your ribcage. Pause for a moment at the top, then slowly lower your knees back down to the starting position. Repeat for the desired number of repetitions."
296,suspended row,근력,1,20,upper back,https://v2.exercisedb.io/image/ecFIo79LRYwAZB,back,,"Set up a suspension trainer at an appropriate height. Stand facing the anchor point with your feet shoulder-width apart. Hold the handles with an overhand grip, palms facing each other. Lean back, keeping your body straight and your heels on the ground. Pull your chest towards the handles, squeezing your shoulder blades together. Pause for a moment at the top, then slowly lower yourself back to the starting position. Repeat for the desired number of repetitions."
297,suspended split squat,근력,2,20,quads,https://v2.exercisedb.io/image/UtpxXGZV1iRCij,upper legs,,"Stand facing away from a suspension trainer with your feet shoulder-width apart. Extend one leg forward and place the top of your foot in the foot cradle of the suspension trainer. Bend your standing leg and lower your body down into a lunge position, keeping your chest up and your knee in line with your toes. Push through your heel to return to the starting position. Repeat for the desired number of repetitions, then switch legs."
298,swimmer kicks v. 2 (male),근력,1,20,glutes,https://v2.exercisedb.io/image/4cY-D5wsCWzqnI,upper legs,,"Lie face down on a mat with your arms extended overhead. Engage your core and lift your chest and legs off the ground simultaneously. Kick your legs up and down in a fluttering motion, as if you were swimming. Continue kicking for the desired number of repetitions. Lower your chest and legs back down to the starting position."
299,swing 360,근력,1,20,cardiovascular system,https://v2.exercisedb.io/image/saICBsl2Up6sva,cardio,,"Stand with your feet shoulder-width apart and knees slightly bent. Hold your arms straight out in front of you, parallel to the ground. Engage your core and swing your arms in a circular motion, rotating your torso as you do so. Continue the circular motion, swinging your arms and rotating your torso for the desired number of repetitions. Remember to breathe throughout the exercise."
300,three bench dip,근력,2,20,triceps,https://v2.exercisedb.io/image/9dOKO-MwzhoDin,upper arms,,"Sit on a bench with your hands gripping the edge, fingers pointing forward. Slide your butt off the bench, supporting your weight with your hands. Bend your elbows and lower your body until your upper arms are parallel to the ground. Push yourself back up to the starting position. Repeat for the desired number of repetitions."
301,triceps dip,근력,2,20,triceps,https://v2.exercisedb.io/image/gZvmvY23JmwkyD,upper arms,,"Sit on the edge of a bench or chair with your hands gripping the edge, fingers pointing forward. Slide your butt off the bench, supporting your weight with your hands. Bend your elbows and lower your body towards the ground, keeping your back close to the bench. Pause for a moment at the bottom, then push yourself back up to the starting position. Repeat for the desired number of repetitions."
302,triceps dip (bench leg),근력,2,20,triceps,https://v2.exercisedb.io/image/uXzX734vwTmyaJ,upper arms,,"Sit on the edge of a bench with your hands gripping the edge, fingers pointing forward. Walk your feet forward, sliding your butt off the bench, and straighten your arms. Bend your elbows and lower your body towards the ground, keeping your back close to the bench. Push through your palms to straighten your arms and return to the starting position. Repeat for the desired number of repetitions."
303,triceps dip (between benches),근력,2,20,triceps,https://v2.exercisedb.io/image/Kv2q9lLSuNlstE,upper arms,,"Sit on a bench with your hands gripping the edge of the bench, fingers pointing forward. Slide your butt off the bench, supporting your weight with your hands. Bend your elbows and lower your body towards the ground, keeping your back close to the bench. Pause for a moment at the bottom, then push yourself back up to the starting position. Repeat for the desired number of repetitions."
304,triceps dips floor,근력,2,20,triceps,https://v2.exercisedb.io/image/CXf7RzUOY4saZ1,upper arms,,"Sit on the edge of a chair or bench with your hands next to your hips, fingers pointing forward. Slide your butt off the front of the chair with your legs extended in front of you. Straighten your arms, keeping a little bend in your elbows to keep tension on your triceps and off your elbow joints. Slowly bend your elbows to lower your body toward the floor until your elbows are at about a 90-degree angle. Once you reach the bottom of the movement, press down into the chair to straighten your elbows, returning to the starting position. Repeat for the desired number of repetitions."
305,triceps press,근력,2,20,triceps,https://v2.exercisedb.io/image/RiCWpKYuscMw8h,upper arms,,"Stand with your feet shoulder-width apart and your knees slightly bent. Extend your arms straight out in front of you, parallel to the ground. Bend your elbows and lower your body towards the ground, keeping your upper arms close to your sides. Pause for a moment at the bottom, then push yourself back up to the starting position. Repeat for the desired number of repetitions."
306,triceps stretch,스트레칭,1,20,triceps,https://v2.exercisedb.io/image/qZW5nyCbZUlcuz,upper arms,,"Stand or sit upright with your back straight. Extend one arm overhead, bending it at the elbow. Place your opposite hand on the bent elbow and gently pull it towards your head. Hold the stretch for 15-30 seconds, feeling a gentle stretch in your triceps. Release the stretch and repeat on the other arm."
307,tuck crunch,유산소,1,20,abs,https://v2.exercisedb.io/image/QrAS5ADnvszkiT,waist,,"Lie flat on your back with your knees bent and feet flat on the ground. Place your hands behind your head with your elbows pointing outwards. Engaging your abs, lift your shoulder blades off the ground and bring your knees towards your chest, simultaneously curling your upper body towards your knees. Pause for a moment at the top, then slowly lower your shoulder blades and extend your legs back to the starting position. Repeat for the desired number of repetitions."
308,twist hip lift,근력,1,20,glutes,https://v2.exercisedb.io/image/9TsT5rePaa2zsO,upper legs,,"Lie on your back with your knees bent and feet flat on the ground. Place your hands by your sides for support. Engage your glutes and lift your hips off the ground, forming a straight line from your knees to your shoulders. While keeping your hips lifted, twist your lower body to the right side, bringing your knees towards the ground. Return to the starting position and repeat the twist to the left side. Continue alternating twists for the desired number of repetitions."
309,twisted leg raise,근력,1,20,abs,https://v2.exercisedb.io/image/cz2udtwSpKiadv,waist,,"Lie flat on your back with your legs extended and your arms by your sides. Place your hands under your glutes for support. Engage your abs and lift both legs off the ground, keeping them straight. As you lift your legs, twist your hips to one side, bringing your legs towards your opposite shoulder. Pause for a moment at the top, then slowly lower your legs back down to the starting position. Repeat the movement, this time twisting your hips to the other side. Continue alternating sides for the desired number of repetitions."
310,twisted leg raise (female),근력,1,20,abs,https://v2.exercisedb.io/image/xfSZbjuVqOQiIa,waist,,"Lie flat on your back with your legs extended and your arms by your sides. Bend your knees and lift your legs off the ground, bringing them towards your chest. As you lift your legs, twist your hips to one side, bringing your knees towards your opposite shoulder. Pause for a moment at the top, then slowly lower your legs back down to the starting position. Repeat the movement, this time twisting your hips to the other side. Continue alternating sides for the desired number of repetitions."
311,two toe touch (male),근력,2,20,spine,https://v2.exercisedb.io/image/ONl1K6pDfoHBXG,back,,"Stand with your feet shoulder-width apart and your arms extended out to the sides. Bend forward at the waist, keeping your back straight and your knees slightly bent. Reach down towards your toes with both hands, keeping your legs straight. Pause for a moment at the bottom, then slowly return to the starting position. Repeat for the desired number of repetitions."
312,upper back stretch,스트레칭,1,20,upper back,https://v2.exercisedb.io/image/CKrNuKx5Kl2a5e,back,,"Stand up straight with your feet shoulder-width apart. Extend your arms straight in front of you, parallel to the ground. Interlace your fingers and rotate your palms away from your body. Slowly raise your arms overhead, keeping them straight and parallel to each other. As you raise your arms, squeeze your shoulder blades together. Hold the stretch for 15-30 seconds, then release and repeat."
313,upward facing dog,근력,1,20,spine,https://v2.exercisedb.io/image/GCXCv9PTDa6rfR,back,,"Lie face down on the floor with your legs extended behind you. Place your hands on the floor next to your lower ribs, fingers pointing forward. Press your hands firmly into the floor and straighten your arms, lifting your torso and thighs off the ground. Roll your shoulders back and down, opening your chest and lifting your gaze towards the ceiling. Hold this position for a few breaths, then slowly lower your body back down to the starting position. Repeat for the desired number of repetitions."
314,v-sit on floor,근력,1,20,abs,https://v2.exercisedb.io/image/pm-IAuoY54IN1X,waist,,"Sit on the floor with your legs extended in front of you. Lean back slightly and lift your legs off the ground, keeping them straight. Simultaneously, lift your upper body off the ground and reach your arms towards your legs. Hold this position for a few seconds, then slowly lower your upper body and legs back down to the starting position. Repeat for the desired number of repetitions."
315,vertical leg raise (on parallel bars),근력,2,20,abs,https://v2.exercisedb.io/image/neOsgRGSLAlQdw,waist,,"Hang from the parallel bars with your arms fully extended and your body straight. Engage your core and lift your legs up in front of you, keeping them straight. Continue lifting until your legs are parallel to the ground or slightly higher. Pause for a moment at the top, then slowly lower your legs back down to the starting position. Repeat for the desired number of repetitions."
316,walking high knees lunge,근력,2,20,cardiovascular system,https://v2.exercisedb.io/image/N2NyOMGcCIubg0,cardio,,"Stand with your feet hip-width apart. Lift your right knee up towards your chest as high as you can while balancing on your left leg. Step forward with your right foot and lower your body into a lunge position, bending both knees to a 90-degree angle. Push off with your right foot and bring your left knee up towards your chest. Step forward with your left foot and lower your body into a lunge position. Continue alternating legs and lunging forward, keeping your core engaged and maintaining a steady pace. Repeat for the desired number of repetitions."
317,walking lunge,근력,2,20,glutes,https://v2.exercisedb.io/image/S12-TU2h9Lzwid,upper legs,,"Stand with your feet shoulder-width apart. Take a step forward with your right leg, lowering your body into a lunge position. Keep your torso upright and your front knee aligned with your ankle. Push off with your right foot and bring your left foot forward, stepping into a lunge position with your left leg. Continue alternating legs and walking forward, maintaining a controlled and steady pace. Repeat for the desired number of repetitions."
318,wheel run,유산소,2,20,cardiovascular system,https://v2.exercisedb.io/image/K7ThKPNhPbt3TJ,cardio,,"Start in a plank position with your hands on the wheel and your body straight. Engage your core and start rolling the wheel forward by extending your arms. Continue rolling until your body is fully extended and your arms are overhead. Reverse the movement by pulling the wheel back towards your body, using your core and arms. Repeat for the desired number of repetitions."
319,wide grip pull-up,근력,3,20,lats,https://v2.exercisedb.io/image/g8hexRq1f9u24H,back,,Hang from a pull-up bar with your palms facing away from you and your hands wider than shoulder-width apart. Engage your core and squeeze your shoulder blades together. Pull your body up towards the bar until your chin is above the bar. Lower your body back down to the starting position with control. Repeat for the desired number of repetitions.
320,wide grip rear pull-up,근력,3,20,lats,https://v2.exercisedb.io/image/weA-bxM6EjGEtg,back,,"Grab the pull-up bar with a wide overhand grip, hands slightly wider than shoulder-width apart. Hang from the bar with your arms fully extended and your body straight. Engage your back muscles and pull your body up towards the bar, leading with your chest. Continue pulling until your chin is above the bar. Pause for a moment at the top, then slowly lower your body back down to the starting position. Repeat for the desired number of repetitions."
321,wide hand push up,근력,2,20,pectorals,https://v2.exercisedb.io/image/MHvTGUQzgYIdCi,chest,,"Start in a high plank position with your hands wider than shoulder-width apart. Keep your body in a straight line from head to toe. Lower your chest towards the ground by bending your elbows, keeping them close to your sides. Push through your palms to extend your arms and return to the starting position. Repeat for the desired number of repetitions."
322,wide-grip chest dip on high parallel bars,근력,2,20,pectorals,https://v2.exercisedb.io/image/XQn4pU9HRquS2b,chest,,"Position yourself on the parallel bars with your arms fully extended and your body suspended in the air. Lean forward slightly and lower your body by bending your elbows until your chest is just above the bars. Pause for a moment, then push yourself back up to the starting position by straightening your arms. Repeat for the desired number of repetitions."
323,wind sprints,유산소,2,20,abs,https://v2.exercisedb.io/image/ZLPKUAaiObH-2X,waist,,"Find an open space or a track to perform the exercise. Start by standing with your feet shoulder-width apart. Begin running as fast as you can, pumping your arms and driving your knees up. Continue sprinting for a specific distance or time period. Rest and repeat for the desired number of repetitions."
324,world greatest stretch,스트레칭,1,20,hamstrings,https://v2.exercisedb.io/image/3A5fPe5oCr2EwN,upper legs,,"Start in a lunge position with your right foot forward and your left foot back. Place your hands on the ground on either side of your right foot. Lower your left knee to the ground and extend your right leg, keeping your right foot flat on the ground. Rotate your torso to the right, reaching your right arm up towards the ceiling. Hold this position for a few seconds, then return to the starting position. Switch sides and repeat the stretch with your left foot forward."
325,wrist circles,근력,2,20,forearms,https://v2.exercisedb.io/image/o8lN2wxaJZIzlF,lower arms,,"Extend your arms straight out in front of you. Make a fist with both hands. Rotate your wrists in a circular motion, keeping your arms still. Continue the wrist circles for the desired number of repetitions."
